tickid,id,seqno,tradedate,ts,tradeprice,tradesize,askprice,asksize,bidprice,bidsize,type_
23650,Security_97,24,2022-11-21,10:40:48,,,,,83.9688,2200.0,Q  
23669,Security_83,26,2022-11-21,10:40:52,,,82.25,5800.0,,,Q  
23674,Security_1,19,2022-11-21,10:40:54,,,4.0625,2400.0,,,Q  
23681,Security_29,24,2022-11-21,10:40:56,11.2812,1100.0,,,,,T  
23683,Security_13,24,2022-11-21,10:40:56,27.0938,5500.0,,,,,T  
23694,Security_8,28,2022-11-21,10:40:59,81.0938,9200.0,,,,,CT 
23695,Security_64,28,2022-11-21,10:40:59,,,,,56.0,2600.0,Q  
23702,Security_55,23,2022-11-21,10:41:01,,,,,27.0312,2900.0,Q  
23703,Security_29,25,2022-11-21,10:41:01,11.2812,9800.0,,,,,T  
23708,Security_97,25,2022-11-21,10:41:03,83.9688,1400.0,,,,,T  
23724,Security_38,28,2022-11-21,10:41:07,28.9062,3100.0,,,,,CT 
23730,Security_49,29,2022-11-21,10:41:08,,,62.0312,4700.0,,,Q  
23758,Security_7,25,2022-11-21,10:41:15,,,46.9688,9400.0,,,Q  
23771,Security_63,21,2022-11-21,10:41:19,14.9375,4400.0,,,,,T  
23789,Security_6,25,2022-11-21,10:41:23,58.0,3600.0,,,,,T  
23794,Security_92,27,2022-11-21,10:41:25,2.0938,6900.0,,,,,CT 
23830,Security_65,25,2022-11-21,10:41:34,,,,,54.0938,8300.0,Q  
24223,Security_36,34,2022-11-21,10:43:13,,,51.0938,2400.0,,,Q  
23843,Security_16,28,2022-11-21,10:41:37,97.1875,4200.0,,,,,CT 
23844,Security_47,30,2022-11-21,10:41:37,,,63.125,4300.0,,,Q  
23851,Security_20,28,2022-11-21,10:41:39,,,,,55.125,8000.0,Q  
23854,Security_64,29,2022-11-21,10:41:40,,,,,55.9375,3000.0,Q  
23879,Security_9,26,2022-11-21,10:41:46,61.125,1600.0,,,,,T  
23904,Security_83,27,2022-11-21,10:41:52,82.25,6500.0,,,,,CT 
23920,Security_52,28,2022-11-21,10:41:56,,,20.0938,1500.0,,,Q  
23924,Security_61,24,2022-11-21,10:41:57,,,53.1875,2800.0,,,Q  
23939,Security_80,17,2022-11-21,10:42:01,,,80.0625,2800.0,,,Q  
23946,Security_99,19,2022-11-21,10:42:03,86.8438,7600.0,,,,,T  
23947,Security_56,22,2022-11-21,10:42:03,,,25.0938,500.0,,,Q  
23952,Security_68,25,2022-11-21,10:42:04,33.125,3200.0,,,,,T  
23953,Security_65,26,2022-11-21,10:42:05,,,,,54.125,5400.0,Q  
23958,Security_31,22,2022-11-21,10:42:06,,,,,68.0312,100.0,Q  
23968,Security_35,23,2022-11-21,10:42:08,57.9375,2300.0,,,,,T  
23974,Security_78,14,2022-11-21,10:42:10,,,,,67.9062,8700.0,Q  
23985,Security_38,29,2022-11-21,10:42:13,28.9062,8200.0,,,,,T  
23988,Security_3,31,2022-11-21,10:42:13,,,,,45.8125,9800.0,Q  
23992,Security_38,30,2022-11-21,10:42:14,28.9062,5000.0,,,,,CT 
24020,Security_67,23,2022-11-21,10:42:22,,,,,63.0938,4100.0,Q  
24022,Security_72,24,2022-11-21,10:42:22,,,80.9375,600.0,,,Q  
24038,Security_61,25,2022-11-21,10:42:26,,,53.0938,7700.0,,,Q  
24042,Security_3,32,2022-11-21,10:42:27,45.8125,1800.0,,,,,T  
24061,Security_21,17,2022-11-21,10:42:32,,,11.9688,9100.0,,,Q  
24085,Security_49,30,2022-11-21,10:42:38,62.0312,2300.0,,,,,CT 
24089,Security_4,21,2022-11-21,10:42:40,,,,,62.0625,2100.0,Q  
24093,Security_56,23,2022-11-21,10:42:41,25.0938,2900.0,,,,,T  
24094,Security_15,22,2022-11-21,10:42:41,31.0625,6400.0,,,,,T  
24095,Security_51,29,2022-11-21,10:42:41,,,32.0625,2300.0,,,Q  
24101,Security_94,27,2022-11-21,10:42:43,67.0,400.0,,,,,T  
24104,Security_30,26,2022-11-21,10:42:43,,,21.9688,6100.0,,,Q  
24108,Security_37,21,2022-11-21,10:42:44,97.0,300.0,,,,,CT 
24110,Security_33,30,2022-11-21,10:42:45,,,68.9062,1800.0,,,Q  
24111,Security_18,25,2022-11-21,10:42:45,45.0312,8600.0,,,,,T  
24118,Security_36,33,2022-11-21,10:42:47,,,,,51.0312,3800.0,Q  
24127,Security_65,27,2022-11-21,10:42:49,,,,,54.0938,200.0,Q  
24136,Security_44,24,2022-11-21,10:42:51,15.125,6900.0,,,,,CT 
24152,Security_91,28,2022-11-21,10:42:55,,,,,42.0312,1800.0,Q  
24155,Security_31,23,2022-11-21,10:42:56,,,68.0312,6300.0,,,Q  
24159,Security_65,28,2022-11-21,10:42:57,,,,,54.0938,8500.0,Q  
24175,Security_80,18,2022-11-21,10:43:01,,,80.0625,8400.0,,,Q  
24177,Security_45,24,2022-11-21,10:43:02,86.875,6200.0,,,,,CT 
24178,Security_17,26,2022-11-21,10:43:02,,,76.2188,7800.0,,,Q  
24181,Security_21,18,2022-11-21,10:43:03,,,,,11.9375,1400.0,Q  
24190,Security_94,28,2022-11-21,10:43:05,67.0,4000.0,,,,,CT 
24191,Security_98,22,2022-11-21,10:43:05,23.125,400.0,,,,,CT 
24195,Security_29,26,2022-11-21,10:43:06,11.2812,900.0,,,,,T  
24218,Security_65,29,2022-11-21,10:43:12,54.0938,9100.0,,,,,CT 
24226,Security_18,26,2022-11-21,10:43:14,45.0312,1800.0,,,,,CT 
24227,Security_23,36,2022-11-21,10:43:14,,,53.0312,3100.0,,,Q  
24232,Security_59,28,2022-11-21,10:43:15,,,,,90.1562,5900.0,Q  
24236,Security_55,24,2022-11-21,10:43:16,,,,,27.0625,6400.0,Q  
24253,Security_38,31,2022-11-21,10:43:21,28.9062,6500.0,,,,,T  
24294,Security_72,25,2022-11-21,10:43:31,,,,,80.875,7300.0,Q  
24303,Security_58,18,2022-11-21,10:43:33,49.0312,5600.0,,,,,CT 
24305,Security_96,22,2022-11-21,10:43:34,0.0625,9100.0,,,,,T  
24306,Security_72,26,2022-11-21,10:43:34,80.875,9100.0,,,,,T  
24319,Security_6,26,2022-11-21,10:43:37,58.0,2100.0,,,,,T  
24321,Security_1,20,2022-11-21,10:43:38,,,,,4.0312,2400.0,Q  
24329,Security_18,27,2022-11-21,10:43:40,,,45.0938,6100.0,,,Q  
24364,Security_17,27,2022-11-21,10:43:49,,,,,76.1562,2500.0,Q  
24368,Security_63,22,2022-11-21,10:43:50,,,14.9688,2500.0,,,Q  
24372,Security_76,16,2022-11-21,10:43:51,,,,,83.125,6700.0,Q  
24379,Security_11,32,2022-11-21,10:43:53,,,,,73.1875,8000.0,Q  
24384,Security_38,32,2022-11-21,10:43:54,28.9062,1600.0,,,,,CT 
24393,Security_19,28,2022-11-21,10:43:56,,,1.0938,4800.0,,,Q  
24397,Security_32,21,2022-11-21,10:43:57,,,,,81.9375,3300.0,Q  
24404,Security_96,23,2022-11-21,10:43:59,0.0625,1700.0,,,,,T  
24418,Security_32,22,2022-11-21,10:44:03,81.9375,2600.0,,,,,T  
24425,Security_33,31,2022-11-21,10:44:04,,,69.0,1800.0,,,Q  
24430,Security_75,25,2022-11-21,10:44:06,,,,,35.1875,5900.0,Q  
24456,Security_34,20,2022-11-21,10:44:12,,,,,52.0,1900.0,Q  
24465,Security_1,21,2022-11-21,10:44:15,,,,,4.0,4200.0,Q  
24469,Security_30,27,2022-11-21,10:44:16,21.9375,4000.0,,,,,CT 
24480,Security_30,28,2022-11-21,10:44:18,,,,,21.9375,8500.0,Q  
24481,Security_19,29,2022-11-21,10:44:19,,,1.125,5800.0,,,Q  
24486,Security_43,18,2022-11-21,10:44:20,,,,,10.0625,7200.0,Q  
24488,Security_16,29,2022-11-21,10:44:20,,,97.2188,900.0,,,Q  
24504,Security_64,30,2022-11-21,10:44:24,55.9375,5000.0,,,,,CT 
24505,Security_63,23,2022-11-21,10:44:25,14.9375,400.0,,,,,T  
24507,Security_27,31,2022-11-21,10:44:25,,,,,31.0312,7100.0,Q  
24526,Security_94,29,2022-11-21,10:44:30,,,67.0312,2300.0,,,Q  
24530,Security_68,26,2022-11-21,10:44:31,,,,,33.0625,8600.0,Q  
24536,Security_68,27,2022-11-21,10:44:32,,,,,33.0938,6000.0,Q  
24541,Security_27,32,2022-11-21,10:44:34,,,,,31.0938,6600.0,Q  
24549,Security_82,23,2022-11-21,10:44:36,,,31.0938,800.0,,,Q  
24562,Security_60,35,2022-11-21,10:44:39,,,,,72.0312,7600.0,Q  
24563,Security_29,27,2022-11-21,10:44:39,11.2812,9100.0,,,,,CT 
24590,Security_81,25,2022-11-21,10:44:46,,,,,95.1875,8700.0,Q  
24592,Security_43,19,2022-11-21,10:44:46,,,,,10.125,9700.0,Q  
24593,Security_73,26,2022-11-21,10:44:47,,,66.0312,8400.0,,,Q  
24600,Security_95,36,2022-11-21,10:44:48,,,,,1.0938,4300.0,Q  
24614,Security_51,30,2022-11-21,10:44:52,,,32.0312,1900.0,,,Q  
24620,Security_11,33,2022-11-21,10:44:53,,,,,73.1875,4400.0,Q  
24626,Security_26,20,2022-11-21,10:44:55,5.0625,2600.0,,,,,CT 
24630,Security_2,28,2022-11-21,10:44:56,90.0625,1900.0,,,,,CT 
24637,Security_73,27,2022-11-21,10:44:58,,,66.0,1500.0,,,Q  
24642,Security_72,27,2022-11-21,10:44:59,80.875,1300.0,,,,,CT 
24654,Security_13,25,2022-11-21,10:45:02,,,27.1562,4500.0,,,Q  
24685,Security_96,24,2022-11-21,10:45:10,0.0625,2400.0,,,,,T  
24697,Security_20,29,2022-11-21,10:45:13,,,,,55.1875,2500.0,Q  
24701,Security_38,33,2022-11-21,10:45:14,,,,,28.875,700.0,Q  
24702,Security_61,26,2022-11-21,10:45:14,53.0938,6200.0,,,,,CT 
24706,Security_24,34,2022-11-21,10:45:15,46.0938,7900.0,,,,,T  
24708,Security_74,27,2022-11-21,10:45:16,93.0,8100.0,,,,,T  
24729,Security_66,24,2022-11-21,10:45:21,3.0938,2900.0,,,,,T  
24756,Security_13,26,2022-11-21,10:45:28,,,27.1875,7900.0,,,Q  
24778,Security_47,31,2022-11-21,10:45:33,63.0938,8900.0,,,,,CT 
24779,Security_66,25,2022-11-21,10:45:34,3.0938,6500.0,,,,,CT 
24780,Security_97,26,2022-11-21,10:45:34,83.9688,9800.0,,,,,T  
24783,Security_68,28,2022-11-21,10:45:35,,,33.1875,4000.0,,,Q  
24801,Security_36,35,2022-11-21,10:45:39,,,51.0625,7100.0,,,Q  
24811,Security_87,23,2022-11-21,10:45:42,98.0,1700.0,,,,,T  
24815,Security_93,23,2022-11-21,10:45:43,,,,,73.0,7800.0,Q  
24816,Security_61,27,2022-11-21,10:45:43,53.0938,300.0,,,,,T  
24855,Security_80,19,2022-11-21,10:45:53,,,80.0625,7100.0,,,Q  
24856,Security_78,15,2022-11-21,10:45:53,,,67.9375,4900.0,,,Q  
24868,Security_12,21,2022-11-21,10:45:56,19.9375,500.0,,,,,CT 
24880,Security_5,25,2022-11-21,10:45:59,,,43.0938,5200.0,,,Q  
24891,Security_79,27,2022-11-21,10:46:02,,,,,39.0,3000.0,Q  
24894,Security_24,35,2022-11-21,10:46:03,46.0938,5100.0,,,,,CT 
24910,Security_43,20,2022-11-21,10:46:07,10.125,5300.0,,,,,T  
24911,Security_4,22,2022-11-21,10:46:07,62.0625,7100.0,,,,,T  
24920,Security_86,29,2022-11-21,10:46:09,,,,,29.0938,5000.0,Q  
24922,Security_18,28,2022-11-21,10:46:10,45.0312,3300.0,,,,,CT 
24933,Security_25,21,2022-11-21,10:46:13,,,75.0312,3000.0,,,Q  
24954,Security_5,26,2022-11-21,10:46:18,43.0625,6800.0,,,,,T  
24955,Security_50,21,2022-11-21,10:46:18,43.25,9200.0,,,,,T  
24971,Security_73,28,2022-11-21,10:46:22,66.0,3400.0,,,,,T  
24976,Security_10,26,2022-11-21,10:46:24,70.0938,2300.0,,,,,CT 
24986,Security_50,22,2022-11-21,10:46:26,43.25,4100.0,,,,,CT 
24993,Security_15,23,2022-11-21,10:46:28,,,31.0625,5400.0,,,Q  
25014,Security_43,21,2022-11-21,10:46:33,,,10.125,3300.0,,,Q  
25024,Security_68,29,2022-11-21,10:46:36,,,,,33.0625,500.0,Q  
25026,Security_82,24,2022-11-21,10:46:36,31.0312,6100.0,,,,,T  
25034,Security_76,17,2022-11-21,10:46:38,,,83.2188,4800.0,,,Q  
25039,Security_6,27,2022-11-21,10:46:40,,,,,57.9375,1800.0,Q  
25064,Security_88,23,2022-11-21,10:46:46,,,32.0312,6500.0,,,Q  
25066,Security_37,22,2022-11-21,10:46:47,97.0,3600.0,,,,,T  
25069,Security_41,26,2022-11-21,10:46:47,16.125,2000.0,,,,,CT 
25073,Security_5,27,2022-11-21,10:46:49,43.0625,1800.0,,,,,T  
25082,Security_20,30,2022-11-21,10:46:51,55.1875,7000.0,,,,,CT 
25117,Security_23,37,2022-11-21,10:47:00,53.0,1600.0,,,,,T  
25145,Security_86,30,2022-11-21,10:47:07,29.0938,6800.0,,,,,T  
25149,Security_53,21,2022-11-21,10:47:08,,,,,20.9688,2100.0,Q  
25150,Security_55,25,2022-11-21,10:47:08,,,,,27.0312,7500.0,Q  
25155,Security_87,24,2022-11-21,10:47:09,98.0,6100.0,,,,,T  
25163,Security_49,31,2022-11-21,10:47:11,62.0312,7100.0,,,,,T  
25168,Security_33,32,2022-11-21,10:47:12,,,,,68.875,5800.0,Q  
25169,Security_3,33,2022-11-21,10:47:13,,,,,45.75,5100.0,Q  
25171,Security_0,27,2022-11-21,10:47:13,94.9688,7600.0,,,,,T  
25187,Security_28,22,2022-11-21,10:47:17,,,,,93.9688,8700.0,Q  
25212,Security_75,26,2022-11-21,10:47:24,,,,,35.1875,3000.0,Q  
25214,Security_96,25,2022-11-21,10:47:24,,,0.1562,8000.0,,,Q  
25217,Security_71,30,2022-11-21,10:47:25,92.0312,6400.0,,,,,CT 
25225,Security_13,27,2022-11-21,10:47:27,,,,,27.0938,4000.0,Q  
25230,Security_99,20,2022-11-21,10:47:28,86.8438,5100.0,,,,,T  
25240,Security_59,29,2022-11-21,10:47:31,90.1562,6200.0,,,,,CT 
25257,Security_27,33,2022-11-21,10:47:35,,,31.0938,9400.0,,,Q  
25264,Security_88,24,2022-11-21,10:47:37,,,,,32.0625,9600.0,Q  
25267,Security_0,28,2022-11-21,10:47:37,,,,,95.0,9800.0,Q  
25291,Security_46,31,2022-11-21,10:47:44,,,47.125,3400.0,,,Q  
25292,Security_58,19,2022-11-21,10:47:44,,,,,49.0312,8600.0,Q  
25301,Security_52,29,2022-11-21,10:47:46,,,,,20.0312,2400.0,Q  
25325,Security_1,22,2022-11-21,10:47:52,,,,,3.9375,5600.0,Q  
25347,Security_68,30,2022-11-21,10:47:58,,,33.125,4100.0,,,Q  
25352,Security_62,16,2022-11-21,10:47:59,,,,,52.875,6700.0,Q  
25354,Security_96,26,2022-11-21,10:48:00,0.0625,3300.0,,,,,CT 
25359,Security_28,23,2022-11-21,10:48:01,93.9688,5000.0,,,,,CT 
25369,Security_78,16,2022-11-21,10:48:03,,,,,67.9062,1100.0,Q  
25371,Security_89,27,2022-11-21,10:48:04,,,,,85.1562,7200.0,Q  
25374,Security_58,20,2022-11-21,10:48:05,,,49.0938,6900.0,,,Q  
25380,Security_57,17,2022-11-21,10:48:06,64.0625,4500.0,,,,,T  
25388,Security_35,24,2022-11-21,10:48:08,57.9375,4300.0,,,,,T  
25390,Security_74,28,2022-11-21,10:48:09,,,,,93.0,3200.0,Q  
25396,Security_36,36,2022-11-21,10:48:10,,,,,51.0,8500.0,Q  
25412,Security_37,23,2022-11-21,10:48:14,97.0,6500.0,,,,,T  
25438,Security_88,25,2022-11-21,10:48:21,32.0625,500.0,,,,,CT 
25439,Security_0,29,2022-11-21,10:48:21,95.0,6500.0,,,,,CT 
25448,Security_83,28,2022-11-21,10:48:23,82.25,5500.0,,,,,CT 
25450,Security_55,26,2022-11-21,10:48:24,,,,,27.0938,9200.0,Q  
25489,Security_96,27,2022-11-21,10:48:33,0.0625,7400.0,,,,,CT 
25490,Security_97,27,2022-11-21,10:48:34,,,,,84.0,8800.0,Q  
25497,Security_30,29,2022-11-21,10:48:35,,,,,21.9375,5700.0,Q  
25499,Security_34,21,2022-11-21,10:48:36,,,,,52.0,2500.0,Q  
25519,Security_71,31,2022-11-21,10:48:41,92.0312,2900.0,,,,,CT 
25523,Security_70,31,2022-11-21,10:48:42,,,,,61.0625,4500.0,Q  
25529,Security_32,23,2022-11-21,10:48:44,,,82.0312,8300.0,,,Q  
25532,Security_85,26,2022-11-21,10:48:44,27.2188,7400.0,,,,,CT 
25544,Security_74,29,2022-11-21,10:48:47,93.0,2700.0,,,,,T  
25550,Security_59,30,2022-11-21,10:48:49,90.1562,9100.0,,,,,CT 
25552,Security_80,20,2022-11-21,10:48:49,80.0312,2000.0,,,,,CT 
25560,Security_78,17,2022-11-21,10:48:51,67.9062,7800.0,,,,,CT 
25563,Security_40,24,2022-11-21,10:48:52,10.0625,2900.0,,,,,CT 
25567,Security_16,30,2022-11-21,10:48:53,97.1875,900.0,,,,,T  
25584,Security_15,24,2022-11-21,10:48:57,,,,,31.125,6900.0,Q  
25608,Security_67,24,2022-11-21,10:49:04,63.0938,200.0,,,,,T  
25618,Security_7,26,2022-11-21,10:49:06,,,,,47.0312,9200.0,Q  
25619,Security_73,29,2022-11-21,10:49:06,66.0,9900.0,,,,,CT 
25633,Security_1,23,2022-11-21,10:49:10,,,3.9688,5100.0,,,Q  
25656,Security_75,27,2022-11-21,10:49:16,35.1875,8900.0,,,,,CT 
25657,Security_16,31,2022-11-21,10:49:16,97.1875,6400.0,,,,,CT 
25679,Security_55,27,2022-11-21,10:49:21,,,,,27.0938,9800.0,Q  
25695,Security_89,28,2022-11-21,10:49:25,85.1562,5000.0,,,,,CT 
25716,Security_16,32,2022-11-21,10:49:31,97.1875,5600.0,,,,,CT 
25718,Security_54,31,2022-11-21,10:49:31,,,27.0312,7300.0,,,Q  
25729,Security_27,34,2022-11-21,10:49:34,,,,,31.0312,5800.0,Q  
25736,Security_23,38,2022-11-21,10:49:36,,,53.0625,6200.0,,,Q  
25742,Security_50,23,2022-11-21,10:49:37,43.25,200.0,,,,,CT 
25750,Security_47,32,2022-11-21,10:49:39,63.0938,2300.0,,,,,T  
25782,Security_42,19,2022-11-21,10:49:48,,,,,41.0,8300.0,Q  
25807,Security_43,22,2022-11-21,10:49:54,10.125,4000.0,,,,,CT 
25814,Security_94,30,2022-11-21,10:49:56,,,,,67.0312,7800.0,Q  
26351,Security_15,26,2022-11-21,10:52:11,,,31.1875,9000.0,,,Q  
25825,Security_56,24,2022-11-21,10:49:59,,,,,25.1562,7600.0,Q  
25837,Security_37,24,2022-11-21,10:50:02,97.0,5500.0,,,,,CT 
25839,Security_97,28,2022-11-21,10:50:02,84.0,6400.0,,,,,T  
25840,Security_33,33,2022-11-21,10:50:02,,,68.9062,4800.0,,,Q  
25842,Security_95,37,2022-11-21,10:50:03,1.0938,7400.0,,,,,T  
25866,Security_35,25,2022-11-21,10:50:09,57.9375,200.0,,,,,T  
25876,Security_36,37,2022-11-21,10:50:11,,,51.0,5600.0,,,Q  
25878,Security_11,34,2022-11-21,10:50:12,73.1875,4400.0,,,,,CT 
25903,Security_91,29,2022-11-21,10:50:18,,,42.0625,1200.0,,,Q  
25930,Security_8,29,2022-11-21,10:50:25,,,81.125,8200.0,,,Q  
25934,Security_27,35,2022-11-21,10:50:26,,,31.0625,8200.0,,,Q  
25937,Security_89,29,2022-11-21,10:50:27,85.1562,3400.0,,,,,CT 
25938,Security_15,25,2022-11-21,10:50:27,,,,,31.125,4100.0,Q  
25951,Security_65,30,2022-11-21,10:50:30,,,54.0938,2700.0,,,Q  
25965,Security_10,27,2022-11-21,10:50:34,70.0938,3000.0,,,,,CT 
25972,Security_26,21,2022-11-21,10:50:36,5.0625,8000.0,,,,,CT 
25975,Security_18,29,2022-11-21,10:50:36,45.0312,8100.0,,,,,T  
26005,Security_9,27,2022-11-21,10:50:44,,,,,61.0625,6900.0,Q  
26008,Security_57,18,2022-11-21,10:50:45,,,,,64.0625,3700.0,Q  
26037,Security_34,22,2022-11-21,10:50:52,52.0,4100.0,,,,,T  
26051,Security_74,30,2022-11-21,10:50:56,93.0,9700.0,,,,,CT 
26060,Security_84,17,2022-11-21,10:50:58,,,46.0,1000.0,,,Q  
26066,Security_40,25,2022-11-21,10:50:59,10.0625,5500.0,,,,,CT 
26082,Security_21,19,2022-11-21,10:51:03,,,11.9375,3800.0,,,Q  
26084,Security_54,32,2022-11-21,10:51:04,,,26.9688,900.0,,,Q  
26102,Security_51,31,2022-11-21,10:51:09,32.0312,2400.0,,,,,CT 
26109,Security_62,17,2022-11-21,10:51:10,52.875,5100.0,,,,,T  
26122,Security_36,38,2022-11-21,10:51:14,51.0,2100.0,,,,,T  
26126,Security_26,22,2022-11-21,10:51:15,5.0625,7700.0,,,,,T  
26136,Security_84,18,2022-11-21,10:51:17,45.9062,8200.0,,,,,CT 
26137,Security_86,31,2022-11-21,10:51:17,29.0938,6400.0,,,,,CT 
26144,Security_27,36,2022-11-21,10:51:19,,,31.0312,4900.0,,,Q  
26146,Security_92,28,2022-11-21,10:51:20,,,,,2.1562,5800.0,Q  
26160,Security_47,33,2022-11-21,10:51:23,63.0938,9900.0,,,,,CT 
26174,Security_93,24,2022-11-21,10:51:27,73.0,7400.0,,,,,CT 
26175,Security_83,29,2022-11-21,10:51:27,,,82.2812,9900.0,,,Q  
26180,Security_94,31,2022-11-21,10:51:28,67.0312,4900.0,,,,,T  
26207,Security_33,34,2022-11-21,10:51:35,68.875,4200.0,,,,,CT 
26234,Security_70,32,2022-11-21,10:51:42,,,61.0938,9000.0,,,Q  
26240,Security_31,24,2022-11-21,10:51:43,,,68.0625,6900.0,,,Q  
26257,Security_19,30,2022-11-21,10:51:47,1.0938,8000.0,,,,,T  
26260,Security_35,26,2022-11-21,10:51:48,,,,,58.0,5700.0,Q  
26262,Security_84,19,2022-11-21,10:51:49,45.9062,1300.0,,,,,T  
26294,Security_65,31,2022-11-21,10:51:57,,,54.125,7900.0,,,Q  
26308,Security_97,29,2022-11-21,10:52:00,84.0,1000.0,,,,,CT 
26310,Security_12,22,2022-11-21,10:52:01,,,,,19.9688,7500.0,Q  
26312,Security_79,28,2022-11-21,10:52:01,39.0,9000.0,,,,,CT 
26326,Security_37,25,2022-11-21,10:52:05,,,97.0625,7400.0,,,Q  
26344,Security_83,30,2022-11-21,10:52:09,,,82.3438,2600.0,,,Q  
26347,Security_58,21,2022-11-21,10:52:10,,,,,49.0312,1100.0,Q  
26352,Security_22,31,2022-11-21,10:52:11,,,,,17.9062,400.0,Q  
26382,Security_12,23,2022-11-21,10:52:19,19.9688,6400.0,,,,,T  
26385,Security_3,34,2022-11-21,10:52:20,45.75,3400.0,,,,,T  
26386,Security_4,23,2022-11-21,10:52:20,62.0625,6200.0,,,,,CT 
26388,Security_24,36,2022-11-21,10:52:20,46.0938,9800.0,,,,,T  
26394,Security_59,31,2022-11-21,10:52:22,,,90.25,4200.0,,,Q  
26416,Security_89,30,2022-11-21,10:52:28,,,85.1875,9000.0,,,Q  
26426,Security_91,30,2022-11-21,10:52:30,,,42.0312,3800.0,,,Q  
26454,Security_10,28,2022-11-21,10:52:37,70.0938,7600.0,,,,,CT 
26472,Security_7,27,2022-11-21,10:52:42,47.0312,1900.0,,,,,CT 
26484,Security_90,25,2022-11-21,10:52:45,,,,,49.9375,4100.0,Q  
26490,Security_49,32,2022-11-21,10:52:46,,,,,62.0312,1700.0,Q  
27490,Security_86,34,2022-11-21,10:56:58,,,29.1562,7200.0,,,Q  
26514,Security_67,25,2022-11-21,10:52:52,63.0938,2100.0,,,,,CT 
26521,Security_53,22,2022-11-21,10:52:54,20.9688,5500.0,,,,,T  
26532,Security_16,33,2022-11-21,10:52:57,97.1875,3300.0,,,,,T  
26542,Security_0,30,2022-11-21,10:52:59,,,,,95.0312,4900.0,Q  
26557,Security_33,35,2022-11-21,10:53:03,68.875,9900.0,,,,,T  
26561,Security_73,30,2022-11-21,10:53:04,,,,,66.0,2800.0,Q  
26564,Security_55,28,2022-11-21,10:53:05,27.0938,8700.0,,,,,T  
26580,Security_98,23,2022-11-21,10:53:09,23.125,9100.0,,,,,CT 
26636,Security_37,26,2022-11-21,10:53:23,97.0,3300.0,,,,,CT 
26638,Security_12,24,2022-11-21,10:53:23,,,20.0625,3100.0,,,Q  
26641,Security_8,30,2022-11-21,10:53:24,81.0938,6600.0,,,,,CT 
26646,Security_19,31,2022-11-21,10:53:25,,,1.0938,2500.0,,,Q  
26647,Security_6,28,2022-11-21,10:53:26,,,,,58.0,1200.0,Q  
26649,Security_97,30,2022-11-21,10:53:26,,,84.0938,200.0,,,Q  
26662,Security_0,31,2022-11-21,10:53:29,,,,,95.0312,6600.0,Q  
26664,Security_81,26,2022-11-21,10:53:30,95.1875,2200.0,,,,,CT 
26679,Security_52,30,2022-11-21,10:53:34,20.0312,2300.0,,,,,CT 
26690,Security_55,29,2022-11-21,10:53:36,27.0938,8800.0,,,,,T  
26708,Security_6,29,2022-11-21,10:53:41,,,,,58.0625,8200.0,Q  
26710,Security_36,39,2022-11-21,10:53:41,,,51.0312,1600.0,,,Q  
26722,Security_72,28,2022-11-21,10:53:44,,,80.9062,9400.0,,,Q  
26728,Security_8,31,2022-11-21,10:53:46,,,81.125,5700.0,,,Q  
26737,Security_12,25,2022-11-21,10:53:48,19.9688,8600.0,,,,,CT 
26742,Security_51,32,2022-11-21,10:53:49,32.0312,1300.0,,,,,CT 
26744,Security_19,32,2022-11-21,10:53:50,,,1.1562,7600.0,,,Q  
26760,Security_37,27,2022-11-21,10:53:54,,,,,97.0,1600.0,Q  
26771,Security_32,24,2022-11-21,10:53:57,81.9375,8500.0,,,,,T  
26806,Security_56,25,2022-11-21,10:54:05,25.1562,8700.0,,,,,T  
26814,Security_47,34,2022-11-21,10:54:07,,,63.1562,9200.0,,,Q  
26825,Security_38,34,2022-11-21,10:54:10,,,28.9688,4100.0,,,Q  
26847,Security_43,23,2022-11-21,10:54:16,,,10.1562,300.0,,,Q  
26854,Security_67,26,2022-11-21,10:54:17,63.0938,2100.0,,,,,CT 
26858,Security_20,31,2022-11-21,10:54:18,55.1875,8900.0,,,,,CT 
26872,Security_62,18,2022-11-21,10:54:22,,,52.9375,3300.0,,,Q  
26873,Security_64,31,2022-11-21,10:54:22,55.9375,5900.0,,,,,T  
26879,Security_2,29,2022-11-21,10:54:24,,,,,90.0625,6900.0,Q  
26895,Security_86,32,2022-11-21,10:54:28,,,29.0938,7100.0,,,Q  
26897,Security_77,35,2022-11-21,10:54:28,,,49.0,2900.0,,,Q  
26899,Security_49,33,2022-11-21,10:54:29,62.0312,2300.0,,,,,CT 
26923,Security_39,28,2022-11-21,10:54:35,,,,,76.0312,4200.0,Q  
26930,Security_31,25,2022-11-21,10:54:37,68.0312,5900.0,,,,,CT 
26948,Security_92,29,2022-11-21,10:54:41,2.1562,1300.0,,,,,T  
26966,Security_12,26,2022-11-21,10:54:46,19.9688,4300.0,,,,,CT 
26967,Security_35,27,2022-11-21,10:54:46,,,,,58.0,4000.0,Q  
26968,Security_99,21,2022-11-21,10:54:46,,,86.9062,2700.0,,,Q  
26970,Security_2,30,2022-11-21,10:54:47,,,90.0625,700.0,,,Q  
26979,Security_62,19,2022-11-21,10:54:49,,,52.9688,5300.0,,,Q  
27009,Security_45,25,2022-11-21,10:54:56,,,,,86.875,8700.0,Q  
27027,Security_92,30,2022-11-21,10:55:01,,,,,2.1562,8100.0,Q  
