Id,SeqNo,TradeDate,TimeStamp,TradePrice,TradeSize,AskPrice,AskSize,BidPrice,BidSize,Type
Security_18,23,8360,37957000,45.0625,2100,,-2147483648,,-2147483648,T
Security_66,22,8360,37963000,3.0938,8800,,-2147483648,,-2147483648,CT
Security_49,24,8360,37969000,,-2147483648,,-2147483648,62.0312,9200,Q
Security_16,27,8360,37972000,,-2147483648,97.25,4500,,-2147483648,Q
Security_4,17,8360,37974000,61.9688,2200,,-2147483648,,-2147483648,T
Security_23,33,8360,37975000,,-2147483648,,-2147483648,52.9688,900,Q
Security_27,29,8360,37978000,31.0,1400,,-2147483648,,-2147483648,CT
Security_47,28,8360,37986000,,-2147483648,63.1875,7500,,-2147483648,Q
Security_64,26,8360,37987000,,-2147483648,56.0312,4900,,-2147483648,Q
Security_65,21,8360,37990000,,-2147483648,54.1875,9200,,-2147483648,Q
Security_62,15,8360,37990000,52.9375,2700,,-2147483648,,-2147483648,T
Security_100,27,8360,37993000,,-2147483648,34.0938,200,,-2147483648,Q
Security_46,29,8360,37994000,47.0312,3000,,-2147483648,,-2147483648,CT
Security_73,23,8360,37995000,66.0,3300,,-2147483648,,-2147483648,CT
Security_50,20,8360,37998000,,-2147483648,,-2147483648,43.25,9600,Q
Security_85,21,8360,38000000,,-2147483648,,-2147483648,27.1875,9700,Q
Security_72,22,8360,38003000,80.9375,7400,,-2147483648,,-2147483648,T
Security_23,34,8360,38004000,,-2147483648,,-2147483648,53.0,9200,Q
Security_49,25,8360,38006000,62.0312,1000,,-2147483648,,-2147483648,T
Security_87,21,8360,38008000,,-2147483648,,-2147483648,98.0,4000,Q
Security_8,27,8360,38011000,,-2147483648,,-2147483648,81.0938,6700,Q
Security_47,29,8360,38012000,,-2147483648,63.125,7900,,-2147483648,Q
Security_49,26,8360,38013000,62.0312,8700,,-2147483648,,-2147483648,CT
Security_46,30,8360,38014000,47.0312,5000,,-2147483648,,-2147483648,T
Security_11,30,8360,38017000,73.125,1500,,-2147483648,,-2147483648,CT
Security_25,18,8360,38020000,75.0938,4000,,-2147483648,,-2147483648,T
Security_91,27,8360,38021000,,-2147483648,,-2147483648,42.0,1900,Q
Security_40,23,8360,38022000,,-2147483648,,-2147483648,10.0625,3400,Q
Security_43,17,8360,38023000,,-2147483648,10.0938,4800,,-2147483648,Q
Security_71,28,8360,38027000,92.0312,9000,,-2147483648,,-2147483648,CT
Security_72,23,8360,38028000,80.9375,8800,,-2147483648,,-2147483648,CT
Security_100,28,8360,38037000,34.0938,8600,,-2147483648,,-2147483648,CT
Security_83,23,8360,38037000,82.2188,1400,,-2147483648,,-2147483648,CT
Security_90,22,8360,38037000,,-2147483648,,-2147483648,49.9375,9100,Q
Security_17,23,8360,38040000,76.0938,4700,,-2147483648,,-2147483648,CT
Security_14,20,8360,38042000,82.1562,4000,,-2147483648,,-2147483648,T
Security_65,22,8360,38045000,54.0938,6700,,-2147483648,,-2147483648,CT
Security_90,23,8360,38048000,,-2147483648,49.9375,5200,,-2147483648,Q
Security_48,22,8360,38048000,,-2147483648,63.0312,9100,,-2147483648,Q
Security_48,23,8360,38049000,,-2147483648,63.0625,1200,,-2147483648,Q
Security_81,22,8360,38053000,95.1562,4800,,-2147483648,,-2147483648,CT
Security_39,27,8360,38055000,,-2147483648,,-2147483648,76.0312,2100,Q
Security_64,27,8360,38057000,,-2147483648,56.125,9600,,-2147483648,Q
Security_11,31,8360,38058000,,-2147483648,73.1875,8300,,-2147483648,Q
Security_2,27,8360,38063000,,-2147483648,90.0625,700,,-2147483648,Q
Security_56,19,8360,38068000,25.0938,6200,,-2147483648,,-2147483648,CT
Security_3,27,8360,38071000,,-2147483648,,-2147483648,45.7812,2900,Q
Security_86,25,8360,38073000,29.0938,7700,,-2147483648,,-2147483648,T
Security_81,23,8360,38074000,95.1562,6600,,-2147483648,,-2147483648,T
Security_73,24,8360,38076000,66.0,5600,,-2147483648,,-2147483648,T
Security_70,30,8360,38076000,,-2147483648,,-2147483648,61.0625,3100,Q
Security_49,27,8360,38083000,62.0312,4300,,-2147483648,,-2147483648,CT
Security_36,30,8360,38086000,,-2147483648,51.0938,7400,,-2147483648,Q
Security_52,27,8360,38087000,,-2147483648,20.1562,4700,,-2147483648,Q
Security_83,24,8360,38088000,82.2188,400,,-2147483648,,-2147483648,CT
Security_61,22,8360,38094000,,-2147483648,53.125,300,,-2147483648,Q
Security_69,19,8360,38095000,76.9375,2100,,-2147483648,,-2147483648,CT
Security_36,31,8360,38099000,,-2147483648,51.0938,1100,,-2147483648,Q
Security_94,22,8360,38100000,67.0,3000,,-2147483648,,-2147483648,CT
Security_85,22,8360,38103000,27.1875,6600,,-2147483648,,-2147483648,CT
Security_77,33,8360,38103000,48.9375,9700,,-2147483648,,-2147483648,CT
Security_93,22,8360,38107000,,-2147483648,73.0938,3900,,-2147483648,Q
Security_5,24,8360,38108000,43.0625,9800,,-2147483648,,-2147483648,CT
Security_20,24,8360,38110000,55.0625,1300,,-2147483648,,-2147483648,T
Security_58,15,8360,38115000,49.0312,9500,,-2147483648,,-2147483648,CT
Security_54,30,8360,38120000,26.9688,6000,,-2147483648,,-2147483648,CT
Security_75,22,8360,38120000,,-2147483648,35.1562,200,,-2147483648,Q
Security_97,23,8360,38133000,,-2147483648,84.0,6400,,-2147483648,Q
Security_49,28,8360,38134000,62.0312,9400,,-2147483648,,-2147483648,T
Security_75,23,8360,38137000,35.125,1000,,-2147483648,,-2147483648,CT
Security_95,34,8360,38146000,1.0625,3600,,-2147483648,,-2147483648,T
Security_51,28,8360,38148000,32.0312,1300,,-2147483648,,-2147483648,T
Security_42,15,8360,38154000,41.0625,5600,,-2147483648,,-2147483648,CT
Security_42,16,8360,38159000,41.0625,5900,,-2147483648,,-2147483648,T
Security_89,26,8360,38160000,85.0938,4800,,-2147483648,,-2147483648,T
Security_65,23,8360,38163000,54.0938,7800,,-2147483648,,-2147483648,T
Security_90,24,8360,38163000,,-2147483648,50.0312,4300,,-2147483648,Q
Security_53,18,8360,38164000,,-2147483648,,-2147483648,21.0,7000,Q
Security_66,23,8360,38165000,3.0938,4100,,-2147483648,,-2147483648,CT
Security_6,21,8360,38165000,57.9688,3300,,-2147483648,,-2147483648,CT
Security_80,15,8360,38165000,80.0312,8700,,-2147483648,,-2147483648,T
Security_25,19,8360,38171000,,-2147483648,,-2147483648,75.0312,8300,Q
Security_58,16,8360,38173000,49.0312,6600,,-2147483648,,-2147483648,T
Security_35,21,8360,38173000,,-2147483648,57.9688,1300,,-2147483648,Q
Security_81,24,8360,38178000,95.1562,8500,,-2147483648,,-2147483648,CT
Security_3,28,8360,38179000,45.7812,2600,,-2147483648,,-2147483648,T
Security_57,16,8360,38184000,64.0625,5100,,-2147483648,,-2147483648,T
Security_22,29,8360,38187000,17.9062,1500,,-2147483648,,-2147483648,CT
Security_96,19,8360,38189000,0.0312,2400,,-2147483648,,-2147483648,T
Security_74,25,8360,38193000,,-2147483648,93.0625,7100,,-2147483648,Q
Security_30,25,8360,38194000,,-2147483648,,-2147483648,21.9375,9100,Q
Security_24,33,8360,38195000,46.0938,6200,,-2147483648,,-2147483648,T
Security_13,22,8360,38196000,,-2147483648,,-2147483648,27.0625,2800,Q
Security_94,23,8360,38198000,,-2147483648,,-2147483648,67.0,8700,Q
Security_9,24,8360,38200000,61.1562,3800,,-2147483648,,-2147483648,CT
Security_17,24,8360,38201000,,-2147483648,,-2147483648,76.0938,6000,Q
Security_27,30,8360,38201000,31.0,3200,,-2147483648,,-2147483648,CT
Security_34,19,8360,38202000,51.9375,9800,,-2147483648,,-2147483648,CT
Security_31,20,8360,38206000,68.0,7800,,-2147483648,,-2147483648,T
Security_33,29,8360,38209000,68.9062,2200,,-2147483648,,-2147483648,T
Security_53,19,8360,38216000,21.0,1300,,-2147483648,,-2147483648,CT
Security_20,25,8360,38216000,55.0625,9400,,-2147483648,,-2147483648,T
Security_6,22,8360,38222000,,-2147483648,,-2147483648,58.0,500,Q
Security_86,26,8360,38224000,,-2147483648,,-2147483648,29.0625,7000,Q
Security_96,20,8360,38232000,0.0312,1500,,-2147483648,,-2147483648,T
Security_94,24,8360,38233000,,-2147483648,,-2147483648,67.0,6100,Q
Security_56,20,8360,38235000,25.0938,9700,,-2147483648,,-2147483648,T
Security_35,22,8360,38236000,,-2147483648,,-2147483648,57.9375,2900,Q
Security_44,22,8360,38240000,15.125,6100,,-2147483648,,-2147483648,T
Security_4,18,8360,38242000,61.9688,9000,,-2147483648,,-2147483648,T
Security_45,21,8360,38242000,86.9062,5900,,-2147483648,,-2147483648,T
Security_55,22,8360,38244000,,-2147483648,27.0938,6000,,-2147483648,Q
Security_82,20,8360,38245000,,-2147483648,,-2147483648,31.0625,400,Q
Security_19,26,8360,38246000,,-2147483648,,-2147483648,1.0938,5700,Q
Security_63,20,8360,38248000,,-2147483648,,-2147483648,14.9375,9900,Q
Security_12,20,8360,38265000,,-2147483648,19.9375,7500,,-2147483648,Q
Security_48,24,8360,38267000,63.0312,8700,,-2147483648,,-2147483648,CT
Security_10,25,8360,38269000,70.0938,9300,,-2147483648,,-2147483648,T
Security_73,25,8360,38272000,66.0,3600,,-2147483648,,-2147483648,T
Security_85,23,8360,38284000,,-2147483648,,-2147483648,27.2188,2100,Q
Security_82,21,8360,38286000,,-2147483648,,-2147483648,31.0312,2000,Q
Security_92,26,8360,38288000,,-2147483648,2.125,8600,,-2147483648,Q
Security_3,29,8360,38289000,45.7812,5300,,-2147483648,,-2147483648,CT
Security_96,21,8360,38290000,,-2147483648,,-2147483648,0.0625,8300,Q
Security_98,19,8360,38293000,,-2147483648,,-2147483648,23.0938,4500,Q
Security_78,13,8360,38298000,67.9375,5600,,-2147483648,,-2147483648,CT
Security_99,16,8360,38299000,86.8438,2400,,-2147483648,,-2147483648,CT
Security_99,17,8360,38299000,,-2147483648,,-2147483648,86.8438,3400,Q
Security_86,27,8360,38300000,29.0625,1800,,-2147483648,,-2147483648,CT
Security_7,22,8360,38300000,46.9375,7400,,-2147483648,,-2147483648,T
Security_7,23,8360,38302000,,-2147483648,,-2147483648,46.9688,2200,Q
Security_98,20,8360,38304000,23.0938,2400,,-2147483648,,-2147483648,T
Security_28,20,8360,38305000,94.0312,5400,,-2147483648,,-2147483648,T
Security_61,23,8360,38309000,53.0938,5100,,-2147483648,,-2147483648,CT
Security_38,26,8360,38314000,,-2147483648,,-2147483648,28.9062,5200,Q
Security_23,35,8360,38317000,53.0,3300,,-2147483648,,-2147483648,T
Security_65,24,8360,38321000,,-2147483648,54.1562,900,,-2147483648,Q
Security_6,23,8360,38330000,,-2147483648,58.0,6300,,-2147483648,Q
Security_3,30,8360,38331000,45.7812,9800,,-2147483648,,-2147483648,CT
Security_17,25,8360,38335000,,-2147483648,,-2147483648,76.125,2900,Q
Security_20,26,8360,38335000,,-2147483648,,-2147483648,55.0625,5300,Q
Security_100,29,8360,38337000,34.0938,1200,,-2147483648,,-2147483648,CT
Security_4,19,8360,38339000,61.9688,4800,,-2147483648,,-2147483648,T
Security_71,29,8360,38344000,92.0312,1300,,-2147483648,,-2147483648,T
Security_94,25,8360,38347000,67.0,6300,,-2147483648,,-2147483648,CT
Security_74,26,8360,38347000,,-2147483648,,-2147483648,93.0,6700,Q
Security_75,24,8360,38357000,,-2147483648,35.125,9800,,-2147483648,Q
Security_53,20,8360,38360000,,-2147483648,21.0312,2700,,-2147483648,Q
Security_36,32,8360,38360000,,-2147483648,51.0938,7000,,-2147483648,Q
Security_4,20,8360,38361000,,-2147483648,,-2147483648,62.0,6000,Q
Security_98,21,8360,38367000,,-2147483648,,-2147483648,23.125,2200,Q
Security_18,24,8360,38367000,,-2147483648,,-2147483648,45.0312,8500,Q
Security_87,22,8360,38370000,,-2147483648,98.0312,700,,-2147483648,Q
Security_45,22,8360,38376000,,-2147483648,86.9375,8200,,-2147483648,Q
Security_42,17,8360,38377000,41.0625,9500,,-2147483648,,-2147483648,T
Security_56,21,8360,38380000,,-2147483648,25.125,2300,,-2147483648,Q
Security_14,21,8360,38383000,82.1562,5300,,-2147483648,,-2147483648,CT
Security_42,18,8360,38385000,41.0625,3300,,-2147483648,,-2147483648,CT
Security_45,23,8360,38389000,,-2147483648,,-2147483648,86.875,6500,Q
Security_58,17,8360,38391000,49.0312,300,,-2147483648,,-2147483648,T
Security_83,25,8360,38391000,,-2147483648,,-2147483648,82.25,3900,Q
Security_22,30,8360,38392000,17.9062,3000,,-2147483648,,-2147483648,CT
Security_95,35,8360,38394000,,-2147483648,,-2147483648,1.0625,3100,Q
Security_38,27,8360,38396000,28.9062,6900,,-2147483648,,-2147483648,T
Security_25,20,8360,38396000,,-2147483648,,-2147483648,74.9688,8800,Q
Security_44,23,8360,38398000,,-2147483648,15.1562,9500,,-2147483648,Q
Security_79,26,8360,38400000,39.0,9100,,-2147483648,,-2147483648,CT
Security_14,22,8360,38401000,82.1562,5300,,-2147483648,,-2147483648,CT
Security_26,19,8360,38403000,5.0625,6900,,-2147483648,,-2147483648,T
Security_20,27,8360,38403000,55.0625,3300,,-2147483648,,-2147483648,T
Security_100,30,8360,38405000,,-2147483648,,-2147483648,34.0625,5300,Q
Security_94,26,8360,38409000,67.0,7800,,-2147483648,,-2147483648,T
Security_31,21,8360,38410000,,-2147483648,,-2147483648,68.0,1500,Q
Security_99,18,8360,38413000,86.8438,3300,,-2147483648,,-2147483648,CT
Security_7,24,8360,38414000,46.9688,4700,,-2147483648,,-2147483648,CT
Security_6,24,8360,38417000,58.0,8400,,-2147483648,,-2147483648,T
Security_15,21,8360,38418000,,-2147483648,31.0938,7900,,-2147483648,Q
Security_86,28,8360,38422000,29.0625,2900,,-2147483648,,-2147483648,CT
Security_9,25,8360,38426000,,-2147483648,,-2147483648,61.125,5700,Q
Security_28,21,8360,38429000,94.0312,1700,,-2147483648,,-2147483648,CT
Security_85,24,8360,38430000,27.2188,3000,,-2147483648,,-2147483648,CT
Security_13,23,8360,38431000,,-2147483648,,-2147483648,27.0938,3700,Q
Security_77,34,8360,38432000,,-2147483648,,-2147483648,48.9062,9900,Q
Security_69,20,8360,38432000,,-2147483648,,-2147483648,76.9375,4400,Q
Security_85,25,8360,38434000,27.2188,7200,,-2147483648,,-2147483648,CT
Security_19,27,8360,38444000,,-2147483648,1.1875,3100,,-2147483648,Q
Security_82,22,8360,38445000,31.0312,9400,,-2147483648,,-2147483648,CT
Security_97,24,8360,38448000,,-2147483648,,-2147483648,83.9688,2200,Q
Security_83,26,8360,38452000,,-2147483648,82.25,5800,,-2147483648,Q
Security_1,19,8360,38454000,,-2147483648,4.0625,2400,,-2147483648,Q
Security_29,24,8360,38456000,11.2812,1100,,-2147483648,,-2147483648,T
Security_13,24,8360,38456000,27.0938,5500,,-2147483648,,-2147483648,T
Security_8,28,8360,38459000,81.0938,9200,,-2147483648,,-2147483648,CT
Security_64,28,8360,38459000,,-2147483648,,-2147483648,56.0,2600,Q
Security_55,23,8360,38461000,,-2147483648,,-2147483648,27.0312,2900,Q
Security_29,25,8360,38461000,11.2812,9800,,-2147483648,,-2147483648,T
Security_97,25,8360,38463000,83.9688,1400,,-2147483648,,-2147483648,T
Security_38,28,8360,38467000,28.9062,3100,,-2147483648,,-2147483648,CT
Security_49,29,8360,38468000,,-2147483648,62.0312,4700,,-2147483648,Q
Security_7,25,8360,38475000,,-2147483648,46.9688,9400,,-2147483648,Q
Security_80,16,8360,38477000,80.0312,2400,,-2147483648,,-2147483648,CT
Security_63,21,8360,38479000,14.9375,4400,,-2147483648,,-2147483648,T
Security_6,25,8360,38483000,58.0,3600,,-2147483648,,-2147483648,T
Security_92,27,8360,38485000,2.0938,6900,,-2147483648,,-2147483648,CT
Security_65,25,8360,38494000,,-2147483648,,-2147483648,54.0938,8300,Q
Security_16,28,8360,38497000,97.1875,4200,,-2147483648,,-2147483648,CT
Security_47,30,8360,38497000,,-2147483648,63.125,4300,,-2147483648,Q
Security_20,28,8360,38499000,,-2147483648,,-2147483648,55.125,8000,Q
Security_64,29,8360,38500000,,-2147483648,,-2147483648,55.9375,3000,Q
Security_9,26,8360,38506000,61.125,1600,,-2147483648,,-2147483648,T
Security_83,27,8360,38512000,82.25,6500,,-2147483648,,-2147483648,CT
Security_52,28,8360,38516000,,-2147483648,20.0938,1500,,-2147483648,Q
Security_61,24,8360,38517000,,-2147483648,53.1875,2800,,-2147483648,Q
Security_80,17,8360,38521000,,-2147483648,80.0625,2800,,-2147483648,Q
Security_99,19,8360,38523000,86.8438,7600,,-2147483648,,-2147483648,T
Security_56,22,8360,38523000,,-2147483648,25.0938,500,,-2147483648,Q
Security_68,25,8360,38524000,33.125,3200,,-2147483648,,-2147483648,T
Security_65,26,8360,38525000,,-2147483648,,-2147483648,54.125,5400,Q
Security_31,22,8360,38526000,,-2147483648,,-2147483648,68.0312,100,Q
Security_35,23,8360,38528000,57.9375,2300,,-2147483648,,-2147483648,T
Security_78,14,8360,38530000,,-2147483648,,-2147483648,67.9062,8700,Q
Security_38,29,8360,38533000,28.9062,8200,,-2147483648,,-2147483648,T
Security_3,31,8360,38533000,,-2147483648,,-2147483648,45.8125,9800,Q
Security_38,30,8360,38534000,28.9062,5000,,-2147483648,,-2147483648,CT
Security_67,23,8360,38542000,,-2147483648,,-2147483648,63.0938,4100,Q
Security_72,24,8360,38542000,,-2147483648,80.9375,600,,-2147483648,Q
Security_61,25,8360,38546000,,-2147483648,53.0938,7700,,-2147483648,Q
Security_3,32,8360,38547000,45.8125,1800,,-2147483648,,-2147483648,T
Security_21,17,8360,38552000,,-2147483648,11.9688,9100,,-2147483648,Q
Security_59,27,8360,38554000,,-2147483648,90.1875,3600,,-2147483648,Q
Security_49,30,8360,38558000,62.0312,2300,,-2147483648,,-2147483648,CT
Security_4,21,8360,38560000,,-2147483648,,-2147483648,62.0625,2100,Q
Security_56,23,8360,38561000,25.0938,2900,,-2147483648,,-2147483648,T
Security_15,22,8360,38561000,31.0625,6400,,-2147483648,,-2147483648,T
Security_51,29,8360,38561000,,-2147483648,32.0625,2300,,-2147483648,Q
Security_94,27,8360,38563000,67.0,400,,-2147483648,,-2147483648,T
Security_30,26,8360,38563000,,-2147483648,21.9688,6100,,-2147483648,Q
Security_37,21,8360,38564000,97.0,300,,-2147483648,,-2147483648,CT
Security_33,30,8360,38565000,,-2147483648,68.9062,1800,,-2147483648,Q
Security_18,25,8360,38565000,45.0312,8600,,-2147483648,,-2147483648,T
Security_36,33,8360,38567000,,-2147483648,,-2147483648,51.0312,3800,Q
Security_65,27,8360,38569000,,-2147483648,,-2147483648,54.0938,200,Q
Security_44,24,8360,38571000,15.125,6900,,-2147483648,,-2147483648,CT
Security_91,28,8360,38575000,,-2147483648,,-2147483648,42.0312,1800,Q
Security_31,23,8360,38576000,,-2147483648,68.0312,6300,,-2147483648,Q
Security_65,28,8360,38577000,,-2147483648,,-2147483648,54.0938,8500,Q
Security_80,18,8360,38581000,,-2147483648,80.0625,8400,,-2147483648,Q
Security_45,24,8360,38582000,86.875,6200,,-2147483648,,-2147483648,CT
Security_17,26,8360,38582000,,-2147483648,76.2188,7800,,-2147483648,Q
Security_21,18,8360,38583000,,-2147483648,,-2147483648,11.9375,1400,Q
Security_94,28,8360,38585000,67.0,4000,,-2147483648,,-2147483648,CT
Security_98,22,8360,38585000,23.125,400,,-2147483648,,-2147483648,CT
Security_29,26,8360,38586000,11.2812,900,,-2147483648,,-2147483648,T
Security_65,29,8360,38592000,54.0938,9100,,-2147483648,,-2147483648,CT
Security_36,34,8360,38593000,,-2147483648,51.0938,2400,,-2147483648,Q
Security_18,26,8360,38594000,45.0312,1800,,-2147483648,,-2147483648,CT
Security_23,36,8360,38594000,,-2147483648,53.0312,3100,,-2147483648,Q
Security_59,28,8360,38595000,,-2147483648,,-2147483648,90.1562,5900,Q
Security_55,24,8360,38596000,,-2147483648,,-2147483648,27.0625,6400,Q
Security_38,31,8360,38601000,28.9062,6500,,-2147483648,,-2147483648,T
Security_72,25,8360,38611000,,-2147483648,,-2147483648,80.875,7300,Q
Security_58,18,8360,38613000,49.0312,5600,,-2147483648,,-2147483648,CT
Security_96,22,8360,38614000,0.0625,9100,,-2147483648,,-2147483648,T
Security_72,26,8360,38614000,80.875,9100,,-2147483648,,-2147483648,T
Security_6,26,8360,38617000,58.0,2100,,-2147483648,,-2147483648,T
Security_1,20,8360,38618000,,-2147483648,,-2147483648,4.0312,2400,Q
Security_18,27,8360,38620000,,-2147483648,45.0938,6100,,-2147483648,Q
Security_17,27,8360,38629000,,-2147483648,,-2147483648,76.1562,2500,Q
Security_63,22,8360,38630000,,-2147483648,14.9688,2500,,-2147483648,Q
Security_76,16,8360,38631000,,-2147483648,,-2147483648,83.125,6700,Q
Security_11,32,8360,38633000,,-2147483648,,-2147483648,73.1875,8000,Q
Security_38,32,8360,38634000,28.9062,1600,,-2147483648,,-2147483648,CT
Security_19,28,8360,38636000,,-2147483648,1.0938,4800,,-2147483648,Q
Security_32,21,8360,38637000,,-2147483648,,-2147483648,81.9375,3300,Q
Security_96,23,8360,38639000,0.0625,1700,,-2147483648,,-2147483648,T
Security_32,22,8360,38643000,81.9375,2600,,-2147483648,,-2147483648,T
Security_33,31,8360,38644000,,-2147483648,69.0,1800,,-2147483648,Q
Security_75,25,8360,38646000,,-2147483648,,-2147483648,35.1875,5900,Q
Security_34,20,8360,38652000,,-2147483648,,-2147483648,52.0,1900,Q
Security_1,21,8360,38655000,,-2147483648,,-2147483648,4.0,4200,Q
Security_30,27,8360,38656000,21.9375,4000,,-2147483648,,-2147483648,CT
Security_30,28,8360,38658000,,-2147483648,,-2147483648,21.9375,8500,Q
Security_19,29,8360,38659000,,-2147483648,1.125,5800,,-2147483648,Q
Security_43,18,8360,38660000,,-2147483648,,-2147483648,10.0625,7200,Q
Security_16,29,8360,38660000,,-2147483648,97.2188,900,,-2147483648,Q
Security_64,30,8360,38664000,55.9375,5000,,-2147483648,,-2147483648,CT
Security_63,23,8360,38665000,14.9375,400,,-2147483648,,-2147483648,T
Security_27,31,8360,38665000,,-2147483648,,-2147483648,31.0312,7100,Q
Security_94,29,8360,38670000,,-2147483648,67.0312,2300,,-2147483648,Q
Security_68,26,8360,38671000,,-2147483648,,-2147483648,33.0625,8600,Q
Security_68,27,8360,38672000,,-2147483648,,-2147483648,33.0938,6000,Q
Security_27,32,8360,38674000,,-2147483648,,-2147483648,31.0938,6600,Q
Security_82,23,8360,38676000,,-2147483648,31.0938,800,,-2147483648,Q
Security_60,35,8360,38679000,,-2147483648,,-2147483648,72.0312,7600,Q
Security_29,27,8360,38679000,11.2812,9100,,-2147483648,,-2147483648,CT
Security_81,25,8360,38686000,,-2147483648,,-2147483648,95.1875,8700,Q
Security_43,19,8360,38686000,,-2147483648,,-2147483648,10.125,9700,Q
Security_73,26,8360,38687000,,-2147483648,66.0312,8400,,-2147483648,Q
Security_95,36,8360,38688000,,-2147483648,,-2147483648,1.0938,4300,Q
Security_51,30,8360,38692000,,-2147483648,32.0312,1900,,-2147483648,Q
Security_11,33,8360,38693000,,-2147483648,,-2147483648,73.1875,4400,Q
Security_26,20,8360,38695000,5.0625,2600,,-2147483648,,-2147483648,CT
Security_2,28,8360,38696000,90.0625,1900,,-2147483648,,-2147483648,CT
Security_73,27,8360,38698000,,-2147483648,66.0,1500,,-2147483648,Q
Security_72,27,8360,38699000,80.875,1300,,-2147483648,,-2147483648,CT
Security_13,25,8360,38702000,,-2147483648,27.1562,4500,,-2147483648,Q
Security_96,24,8360,38710000,0.0625,2400,,-2147483648,,-2147483648,T
Security_20,29,8360,38713000,,-2147483648,,-2147483648,55.1875,2500,Q
Security_38,33,8360,38714000,,-2147483648,,-2147483648,28.875,700,Q
Security_61,26,8360,38714000,53.0938,6200,,-2147483648,,-2147483648,CT
Security_24,34,8360,38715000,46.0938,7900,,-2147483648,,-2147483648,T
Security_74,27,8360,38716000,93.0,8100,,-2147483648,,-2147483648,T
Security_66,24,8360,38721000,3.0938,2900,,-2147483648,,-2147483648,T
Security_13,26,8360,38728000,,-2147483648,27.1875,7900,,-2147483648,Q
Security_47,31,8360,38733000,63.0938,8900,,-2147483648,,-2147483648,CT
Security_66,25,8360,38734000,3.0938,6500,,-2147483648,,-2147483648,CT
Security_97,26,8360,38734000,83.9688,9800,,-2147483648,,-2147483648,T
Security_68,28,8360,38735000,,-2147483648,33.1875,4000,,-2147483648,Q
Security_36,35,8360,38739000,,-2147483648,51.0625,7100,,-2147483648,Q
Security_87,23,8360,38742000,98.0,1700,,-2147483648,,-2147483648,T
Security_93,23,8360,38743000,,-2147483648,,-2147483648,73.0,7800,Q
Security_61,27,8360,38743000,53.0938,300,,-2147483648,,-2147483648,T
Security_80,19,8360,38753000,,-2147483648,80.0625,7100,,-2147483648,Q
Security_78,15,8360,38753000,,-2147483648,67.9375,4900,,-2147483648,Q
Security_12,21,8360,38756000,19.9375,500,,-2147483648,,-2147483648,CT
Security_5,25,8360,38759000,,-2147483648,43.0938,5200,,-2147483648,Q
Security_79,27,8360,38762000,,-2147483648,,-2147483648,39.0,3000,Q
Security_24,35,8360,38763000,46.0938,5100,,-2147483648,,-2147483648,CT
Security_43,20,8360,38767000,10.125,5300,,-2147483648,,-2147483648,T
Security_4,22,8360,38767000,62.0625,7100,,-2147483648,,-2147483648,T
Security_86,29,8360,38769000,,-2147483648,,-2147483648,29.0938,5000,Q
Security_18,28,8360,38770000,45.0312,3300,,-2147483648,,-2147483648,CT
Security_25,21,8360,38773000,,-2147483648,75.0312,3000,,-2147483648,Q
Security_5,26,8360,38778000,43.0625,6800,,-2147483648,,-2147483648,T
Security_50,21,8360,38778000,43.25,9200,,-2147483648,,-2147483648,T
Security_73,28,8360,38782000,66.0,3400,,-2147483648,,-2147483648,T
Security_10,26,8360,38784000,70.0938,2300,,-2147483648,,-2147483648,CT
Security_50,22,8360,38786000,43.25,4100,,-2147483648,,-2147483648,CT
Security_15,23,8360,38788000,,-2147483648,31.0625,5400,,-2147483648,Q
Security_43,21,8360,38793000,,-2147483648,10.125,3300,,-2147483648,Q
Security_68,29,8360,38796000,,-2147483648,,-2147483648,33.0625,500,Q
Security_82,24,8360,38796000,31.0312,6100,,-2147483648,,-2147483648,T
Security_76,17,8360,38798000,,-2147483648,83.2188,4800,,-2147483648,Q
Security_6,27,8360,38800000,,-2147483648,,-2147483648,57.9375,1800,Q
Security_88,23,8360,38806000,,-2147483648,32.0312,6500,,-2147483648,Q
Security_37,22,8360,38807000,97.0,3600,,-2147483648,,-2147483648,T
Security_41,26,8360,38807000,16.125,2000,,-2147483648,,-2147483648,CT
Security_5,27,8360,38809000,43.0625,1800,,-2147483648,,-2147483648,T
Security_20,30,8360,38811000,55.1875,7000,,-2147483648,,-2147483648,CT
Security_23,37,8360,38820000,53.0,1600,,-2147483648,,-2147483648,T
Security_86,30,8360,38827000,29.0938,6800,,-2147483648,,-2147483648,T
Security_53,21,8360,38828000,,-2147483648,,-2147483648,20.9688,2100,Q
Security_55,25,8360,38828000,,-2147483648,,-2147483648,27.0312,7500,Q
Security_87,24,8360,38829000,98.0,6100,,-2147483648,,-2147483648,T
Security_49,31,8360,38831000,62.0312,7100,,-2147483648,,-2147483648,T
Security_33,32,8360,38832000,,-2147483648,,-2147483648,68.875,5800,Q
Security_3,33,8360,38833000,,-2147483648,,-2147483648,45.75,5100,Q
Security_0,27,8360,38833000,94.9688,7600,,-2147483648,,-2147483648,T
Security_28,22,8360,38837000,,-2147483648,,-2147483648,93.9688,8700,Q
Security_75,26,8360,38844000,,-2147483648,,-2147483648,35.1875,3000,Q
Security_96,25,8360,38844000,,-2147483648,0.1562,8000,,-2147483648,Q
Security_71,30,8360,38845000,92.0312,6400,,-2147483648,,-2147483648,CT
